"pid","assessed_value"
346,257984.576523809
347,248909.280133333
348,177527.808542857
349,300805.2792
350,234077.899266667
351,203619.308133333
352,98701.714
353,388043.256933333
354,144923.599542857
355,219559.896
356,362807.9212
357,210579.024533333
358,575204.441066667
359,175861.812076191
360,784327.849447619
361,178776.187466667
362,240335.294133333
363,205232.631066667
364,211305.245466667
365,96412.5384
366,865182.826990476
367,594208.662
368,1365806.60832381
369,267371.698501587
370,97327.2116
371,133055.181333333
372,397869.988
373,704128.557409524
374,211102.8184
375,396298.658933333
376,166495.5324
377,207257.4414
378,372630.376333333
379,549637.664866667
380,181762.995666667
381,264366.989
382,146938.218009524
383,317093.5262
384,238372.396666667
385,229434.503098413
386,162383.7812
387,424131.377066667
388,690471.29
389,684465.068533333
390,402323.969066667
391,410215.216866106
392,138645.171
393,619642.6888
394,785908.862866666
395,679158.912666667
396,220721.3496
397,494993.2588
398,194664.770333333
399,326004.576666667
400,498227.031657143
401,924890.674707843
402,218658.011377778
403,216253.73
404,1623255.37446667
405,3008648.8772
406,645557.148057143
407,270674.99947619
408,203777.562885714
409,359256.2048
410,143909.378688889
411,171989.119933333
412,149516.634632035
413,310918.0516
414,239799.420933333
415,706037.077
416,357051.748460606
417,189982.412533333
418,311920.6146
419,237282.273533333
420,324063.201
421,139118.820933333
422,198238.041136508
423,88548.7555333333
424,273447.157266667
425,434007.014644444
426,187306.237142857
427,242777.417733333
428,316743.259733333
429,199071.911533333
430,260521.0204
431,161685.5986
432,573969.471
433,325719.536533333
434,217478.388647619
435,381347.894533333
436,141773.342133333
437,160156.099555556
438,164877.195466667
439,623420.175666667
440,778369.919133333
441,192348.529171429
442,377644.450447619
443,245923.462
444,93288.5464730159
445,186624.066266667
446,646936.267333333
447,163052.737333333
448,252686.272866667
449,362734.4256
450,174288.0482
451,315182.377955556
452,188410.3008
453,164827.038209524
454,298983.316333333
455,179492.2754
456,1287405.39033333
457,443943.156733333
458,271525.674333333
459,332799.865
460,110740.174066667
461,358828.312742857
462,265456.795
463,633717.810666667
464,302754.736133333
465,807601.782333333
466,216307.035793939
467,477695.479047619
468,297549.424533333
469,150431.763444444
470,192387.070666667
471,297601.6997
472,144001.173333333
473,140939.692083333
474,439964.250866667
475,298508.616777778
476,484059.677066667
477,81385.8901333333
478,471714.214666667
479,232252.683333333
480,140616.171
481,167778.363100855
482,156585.1836
483,134388.234399737
484,1129555.68466667
485,83828.7620666667
486,125511.459779487
487,197906.316133333
488,228803.918549495
489,258493.012
490,632889.276333333
491,395839.013057143
492,133113.612133333
493,65621.5691904762
494,184332.807422222
495,193204.068133333
496,110843.261266667
497,178470.742
498,269629.257533333
499,206833.031974359
500,351193.566
501,518843.317733333
502,327926.819406061
503,262076.986533333
504,218530.655333333
505,146404.3794
506,164842.154066667
507,318087.05
508,293654.514733333
509,484854.947
510,389540.956133333
511,529806.3962
512,314182.637333333
513,314747.850971429
514,167695.986
515,235698.235765079
516,308823.7158
517,157686.933
518,130235.909095238
519,539518.609733333
520,235864.705933333
521,154908.970501587
522,171209.6338
523,185834.4714
524,525505.3064
525,369113.933142857
526,233690.172
527,531551.139133333
528,210516.640038095
529,534372.7688
530,278202.892133333
531,184184.1004
532,246160.569653968
533,261454.217733333
534,745910.992466667
535,233753.712533333
536,645463.867133333
537,176575.705666667
538,98172.4466380952
539,155597.549466667
540,162281.631342857
541,136861.865127273
542,341510.154
543,563096.2096
544,214786.792066667
545,459875.6362
546,389832.190688889
547,166202.1016
548,154366.984533333
549,193812.460466667
550,322739.0712
551,285388.285333333
552,173956.268933333
553,128772.927666667
554,209591.1188
555,168526.035933333
556,158065.574425641
557,123107.824533333
558,235063.943466667
559,185032.388466667
560,228934.82947619
561,219317.9696
562,453043.585171429
563,227524.494733333
564,313951.150171429
565,297170.03385368
566,420823.4656
567,129321.713933333
568,239244.1342
569,214487.6828
570,227700.7236
571,439850.092190476
572,189498.29527619
573,382077.192
574,326659.68
575,308799.658666667
576,283621.1728
577,284944.9824
578,77078.9418666667
579,246394.7774
580,107198.7376
581,199999.495
582,141351.4004
583,406447.779533333
584,151592.257533333
585,720765.249933334
586,339019.075133333
587,320226.718476191
588,965841.666028572
589,108685.531533333
590,182679.845787879
591,82215.3009384615
592,564269.572933333
593,355029.019460318
594,73973.2207714286
595,273388.497822222
596,387224.875066667
597,463098.514733333
598,168678.862133333
599,716389.608485715
600,135943.028666667
601,370865.073403922
602,161324.2988
603,329223.72
604,86029.9129333334
605,249910.666533333
606,311980.521666667
607,239753.335761905
608,195536.723533333
609,473603.797266667
610,236586.352933333
611,110078.362333333
612,310072.483733333
613,230257.169333333
614,359181.533
615,208440.5582
616,289602.465933333
617,234328.6866
618,167427.796
619,1638289.8587619
620,280485.297466667
621,175613.255533333
622,347754.520266667
623,134063.318666667
624,334764.703263768
625,220798.500733333
626,177206.188466667
627,134965.960133333
628,161829.337066667
629,352711.756133333
630,463548.424866667
631,72634.7078666667
632,81928.4136
633,238583.609371429
634,154642.232488889
635,239572.956933333
636,111250.356793939
637,506313.379733333
638,292909.193533333
639,146184.3022
640,343688.641266667
641,147146.892866667
642,294879.844
643,220788.978933333
644,728546.1416
645,516628.3996
646,297678.9214
647,100812.575866667
648,182740.193666667
649,122513.104733333
650,287999.276333333
651,124632.138133333
652,87460.0737333334
653,183249.530666667
654,260110.390333333
655,569065.884733333
656,325736.6352
657,224145.230866667
658,1074184.5458
659,51783.0933443001
660,501501.1722
661,276742.785466667
662,96415.3463777778
663,167047.33072549
664,121077.049733333
665,667383.247733333
666,376937.159866667
667,446421.5196
668,264378.880342857
669,668861.765333334
670,401266.856552381
671,312742.710333333
672,147938.676933333
673,778614.1644
674,167324.331019048
675,914201.394933334
676,155902.959733333
677,310208.234333333
678,170799.827933333
679,325467.785333333
680,128072.9728
681,224170.605866667
682,176025.564152381
683,177480.288
684,134511.455483333
685,301933.392666667
686,284250.986333333
687,174859.566993939
688,216095.3678
689,1593127.65333333
690,300380.304133333
691,174082.986285714
692,175187.320511111
693,230801.473733333
694,119936.5362
695,221921.0806
696,274221.728533333
697,165417.991393939
698,303982.031333333
699,1130653.1948
700,187384.924133333
701,228645.500866667
702,348205.494133333
703,432100.832933333
704,252102.155390476
705,211188.858466667
706,624404.321527273
707,380848.047
708,170525.8724
709,228522.676
710,540653.030323809
711,207006.829492064
712,213385.2098
713,92515.6522952381
714,202729.664
715,155230.595466667
716,575760.507466667
717,218641.642466667
718,207627.2196
719,243612.3768
720,333458.660733333
721,239395.336666667
722,290333.223333333
723,197597.739
724,169425.383514286
725,344688.364133333
726,656399.871066667
727,167598.992666667
728,157969.962
729,219836.4708
730,497163.386933333
731,175898.505193939
732,716482.8552
733,288939.224
734,313479.086
735,237756.255352381
736,99767.4489333333
737,1719879.48053333
738,233964.363866667
739,178912.520809524
740,301296.878266667
741,328357.04
742,160556.039292308
743,718390.629533333
744,178063.261266667
745,177304.785888889
746,132726.358533333
747,193114.434666667
748,248844.412
749,396585.592866667
750,149336.414733333
751,111739.249066667
752,440495.3118
753,283663.9746
754,265922.203466667
755,366520.4416
756,188114.798066667
757,358603.693533333
758,164188.342666667
759,331676.439066667
760,688052.7006
761,212984.193133333
762,436077.291866667
763,252375.724
764,330357.916533333
765,175018.19694359
766,614899.1146
767,740660.580409524
768,311918.696266667
769,318104.373666667
770,363959.3504
771,846195.651066667
772,235965.848555556
773,170467.846933333
774,295769.364533333
775,194547.671711111
776,468540.752485714
777,79152.8852666666
778,80089.4094666667
779,198391.4856
780,566112.6874
781,609508.967156863
782,209856.976333333
783,110847.9368
784,229867.434133333
785,220288.81687619
786,321876.010733333
787,1107440.7896
788,1191652.6072
789,1014511.7716
790,164057.417066667
791,681069.715790476
792,186489.094
793,347877.389333333
794,357642.318469841
795,319824.776501587
796,525438.213733333
797,297787.0214
798,824276.570866667
799,285174.877733333
800,433559.036866667
801,113078.528266667
802,100991.135066667
803,95554.8534666667
804,156296.393527273
805,342829.004266667
806,742612.992857143
807,294436.396333333
808,388350.144666667
809,193215.426066667
810,374718.866333333
811,154504.3702
812,388684.9132
813,1484054.50446667
814,719190.2508
815,521886.300933333
816,236261.666666667
817,289969.558
818,358055.168495238
819,563107.575466667
820,149627.925854902
821,263924.3748
822,659627.171866667
823,207535.876333333
824,197673.099066667
825,337996.562533333
826,306962.7632
827,619067.9416
828,262377.198266667
829,130690.732733333
830,354162.808466667
831,133759.476
832,669708.707466666
833,580843.7338
834,583982.0988
835,740847.9572
836,194846.191066667
837,502103.332
838,241054.900066667
839,340533.774860317
840,632485.171666667
841,241841.603419048
842,166024.906266667
843,110609.915266667
844,172898.7292
845,300305.3384
846,914862.592333333
847,869513.396
848,245549.358416162
849,233024.211933333
850,304666.09807619
851,159804.739460606
852,605776.688
853,133001.138127273
854,273417.803755844
855,566893.702
856,602125.299533333
857,392265.581333333
858,391904.470866667
859,141595.926066667
860,311907.295733333
861,121479.405733333
862,1132373.20077143
863,484316.494933333
864,1343537.6824
865,240599.7118
866,180285.703939394
867,375497.384933333
868,221875.390571429
869,689619.171066667
870,116436.091393939
871,125412.072
872,390301.555333333
873,239856.574666667
874,115953.817333333
875,261918.591733333
876,109587.027205128
877,319775.120666667
878,628932.148866667
879,513400.103866667
880,96017.8956666667
881,568292.088733333
882,153379.683333333
883,241389.389333333
884,678213.6236
885,197406.643160317
886,147864.119866667
887,220932.525533333
888,287794.5484
889,477428.9868
890,288416.256933333
891,244997.277266667
892,579841.416866667
893,392971.960666667
894,129485.952133333
895,306930.4376
896,428660.400484849
897,249291.0232
898,161009.771533333
899,318668.677333333
900,469387.204533333
901,741753.224466666
902,338676.397533333
903,291204.832977778
904,911240.036133333
905,375192.1132
906,183553.1326
907,1016126.3368
908,308391.783933333
909,101943.813533333
910,125244.925447619
911,332219.796133333
912,640051.1064
913,393376.821666667
914,185643.185266667
915,367993.700333333
916,180399.7792
917,147061.135819048
918,208791.704066667
919,145688.662495238
920,395553.385
921,128458.1244
922,286780.0408
923,196089.437
924,322458.6942
925,119414.543278788
926,765082.678333333
927,186342.795247619
928,1324742.5612
929,251800.238648485
930,135103.149819048
931,200717.79387619
932,171372.210666667
933,379054.934266667
934,296590.0286
935,269811.213866667
936,244119.2438
937,136561.474666667
938,547440.4962
939,190410.42867619
940,198825.771104762
941,115159.612
942,973610.674666667
943,293837.441333333
944,480733.2552
945,584441.607866667
946,289111.341333333
947,278925.228033333
948,89759.668
949,124041.772799711
950,187184.437666667
951,93189.3422
952,187678.667285714
953,262420.9628
954,174033.051684848
955,239974.927933333
956,146885.8896
957,133276.154495238
958,107067.827733333
959,314492.875333333
960,260152.603961905
961,226007.426466667
962,283871.549666667
963,163921.020026331
964,241571.9824
965,582812.018333333
966,693611.866733333
967,382132.669466667
968,307383.7476
969,237741.902333333
970,220639.739909091
971,228219.6762
972,192419.8824
973,480286.508
974,185710.504933333
975,344282.037364103
976,201195.239271795
977,378480.922733333
978,232444.440842424
979,408882.260746032
980,329294.5572
981,421455.404822222
982,336433.715266667
983,424085.6854
984,167097.165761905
985,230607.040285714
986,298682.04
987,573513.085191036
988,1140130.37282857
989,257877.05124127
990,207625.010133333
991,296349.968466667
992,339509.682266667
993,157612.767030812
994,164280.420133333
995,117235.198866667
996,261492.9638
997,145459.794533333
998,292740.224866667
999,199861.0116
1000,281563.121009524
1001,106989.090466667
1002,284750.917466667
1003,432333.545733333
1004,421179.516019048
1005,358302.276933333
1006,758290.004933333
1007,1360290.2734
1008,736291.235190476
1009,599769.241066667
1010,118607.246466667
1011,332596.944266667
1012,332292.426866667
1013,175632.735733333
1014,413347.318638095
1015,317068.327
1016,120640.593266667
1017,416948.864
1018,151107.905327273
1019,503745.905866667
1020,221442.984355556
1021,360587.821666667
1022,335106.047333333
1023,146465.097571429
1024,1274169.59053333
1025,425251.0812
1026,195434.166666667
1027,369929.243533333
1028,199425.274266667
1029,251932.674066667
1030,308328.699466667
1031,450548.5708
1032,186920.467066667
1033,173419.693866667
1034,181944.034483333
1035,218203.592266667
1036,565424.281866667
1037,627458.794533333
1038,123838.254866667
1039,261768.908733333
1040,152494.428533333
1041,122171.555129293
1042,593903.350533333
1043,191976.8836
1044,300858.375266667
1045,200959.592666667
1046,239582.963833766
1047,286067.149433333
1048,103009.133733333
1049,125243.148933333
1050,92963.8077333334
1051,454234.320952381
1052,124656.872266667
1053,320214.303466667
1054,206794.273666667
1055,147742.3048
1056,290036.443466667
1057,503753.261733333
1058,159524.278133333
1059,1527091.10439048
1060,332819.426933333
1061,415957.381466667
1062,144866.371933333
1063,77555.8952
1064,1454251.40713333
1065,116960.9986
1066,180269.0932
1067,228226.38972381
1068,125087.105466667
1069,182110.445666667
1070,329420.950066667
1071,473100.648266667
1072,756213.211761905
1073,205446.519174359
1074,297461.942666667
1075,247300.241333333
1076,269497.9082
1077,395431.0892
1078,385887.778733333
1079,395285.065307937
1080,270728.122
1081,170772.862333333
1082,93160.6542857143
1083,534504.950333333
1084,223864.665741176
1085,146385.7298
1086,273565.936533333
1087,898033.613933333
1088,97645.039
1089,175037.337780952
1090,292965.344476191
1091,272996.353466667
1092,109414.396533333
1093,179046.909028571
1094,124976.264933333
1095,236237.459466667
1096,935084.055133333
1097,222881.3588
1098,378491.563866667
1099,290254.073
1100,406817.354509091
1101,406411.108666667
1102,313712.301
1103,342827.586444444
1104,723015.024133333
1105,167925.372933333
1106,1893066.27126667
1107,148459.541472464
1108,168765.314733333
1109,473563.059390476
1110,246240.101
1111,346282.487
1112,754262.364066667
1113,234816.322866667
1114,132682.555466667
1115,302649.482933333
1116,111735.0278
1117,366330.822933333
1118,214244.7584
1119,387445.691933333
1120,239203.334066667
1121,228974.910133333
1122,580996.691866667
1123,321745.0738
1124,279005.384466667
1125,538423.326266667
1126,144591.8892
1127,443900.783066667
1128,60048.1603333333
1129,137283.174594444
1130,181384.173133333
1131,236730.520266667
1132,112591.3122
1133,359685.017333333
1134,168140.264733333
1135,175282.604666667
1136,127414.670666403
1137,476754.189066667
1138,319184.193933333
1139,366115.359393939
1140,236618.82
1141,167612.705622511
1142,229556.956266667
1143,107929.191771429
1144,176555.951733333
1145,140582.747066667
1146,368523.7292
1147,206353.219266667
1148,202196.077333333
1149,604368.1544
1150,188339.922
1151,624517.7864
1152,153000.141684848
1153,612607.909666667
1154,149716.961793939
1155,303170.741133333
1156,72507.0073333333
1157,520996.890666667
1158,161351.861689177
1159,209542.405466667
1160,318096.59
1161,1216652.54746667
1162,614996.991133333
1163,374094.460333333
1164,163948.200933333
1165,239835.200238095
1166,143383.92871746
1167,221768.847733333
1168,446138.110066667
1169,453587.604908995
1170,265945.267155555
1171,238401.62027619
1172,124012.5846
1173,177181.1766
1174,356815.21
1175,314956.563485714
1176,290293.941666667
1177,240417.275333333
1178,183114.9974
1179,690280.939333333
1180,129781.0228
1181,144111.675660606
1182,198518.456933333
1183,271580.219095238
1184,119671.122077193
1185,844810.5286
1186,628152.856533333
1187,806477.783733333
1188,624665.271866667
1189,245360.261295238
1190,178020.107733333
1191,154458.358266667
1192,225176.751266667
1193,129638.415380952
1194,753879.4728
1195,695027.435466667
1196,519577.559466667
1197,477877.4872
1198,105707.621039599
1199,160623.006428571
1200,299964.669066667
1201,281297.550133333
1202,351471.744870588
1203,157640.667666667
1204,143566.876333333
1205,295125.821333333
1206,328882.794133333
1207,507790.814666667
1208,655532.410466667
1209,720299.545333333
1210,290575.829866667
1211,223696.687533333
1212,846023.9922
1213,138177.081933333
1214,184361.4824
1215,299548.585476423
1216,360983.285533333
1217,174279.725047619
1218,183339.960533333
1219,282814.044409756
1220,695177.5036
1221,457501.372933333
1222,380268.333133333
1223,341110.301933333
1224,252542.090866667
1225,326862.3118
1226,586292.220666667
1227,295870.9342
1228,827932.346133333
1229,153623.054333333
1230,334579.278904762
1231,738471.814
1232,300999.168666667
1233,394697.782133333
1234,301896.510666667
1235,629247.755933333
1236,572331.631666667
1237,275622.323666667
1238,602972.723533333
1239,248039.163
1240,231404.040142857
1241,309144.612181818
1242,201253.242333333
1243,248813.232533333
1244,294503.442666667
1245,711134.214533333
1246,382314.762
1247,394863.8934
1248,267335.959733333
1249,276213.559466667
1250,191982.830733333
1251,349239.587813853
1252,400010.273733333
1253,499621.430532524
1254,451389.827933333
1255,674681.159266667
1256,245971.273533333
1257,663297.477466667
1258,209808.734
1259,595360.650933333
1260,416033.073533333
1261,205650.726866667
1262,159683.414060606
1263,346470.228943089
1264,660305.614254545
1265,397274.270866667
1266,162626.943
1267,230538.121533333
1268,805765.732333333
1269,98457.4615333333
1270,146375.101672464
1271,404144.243777778
1272,207535.055933333
1273,967682.219866667
1274,595738.979261538
1275,135929.976466667
1276,292003.955333333
1277,1471856.54709524
1278,317799.034333333
1279,95118.4828666667
1280,751183.359948918
1281,182523.502266667
1282,580450.056666667
1283,290903.881866667
1284,506650.03
1285,1068570.5197619
1286,178047.9358
1287,331272.503066667
1288,449336.7262
1289,262915.764
1290,284889.544
1291,1299367.96326667
1292,72976.1800476191
1293,198934.405066667
1294,126090.6154
1295,164430.968527273
1296,179940.472961905
1297,314459.82547619
1298,257824.2284
1299,92622.9987333333
1300,111475.990733333
1301,211751.179533333
1302,854508.623866666
1303,180219.843466667
1304,157827.7168
1305,193235.005866667
1306,462549.502968254
1307,352340.747466667
1308,494122.614333333
1309,206838.8042
1310,232146.193123809
1311,262386.665333333
1312,355112.446933333
1313,90891.4364
1314,135800.8456
1315,220094.950666667
1316,102877.7156
1317,198029.738066667
1318,176629.381866667
1319,341351.848
1320,216004.302133333
1321,230299.793733333
1322,290706.5858
1323,223096.102666667
1324,250640.21352381
1325,149474.088133333
1326,397357.983066667
1327,552181.309492459
1328,148943.4996
1329,134700.913
1330,478224.563666667
1331,352533.429155556
1332,253356.855809524
1333,416564.897951515
1334,129291.989666667
1335,142699.561866667
1336,442207.503904762
1337,177486.860133333
1338,172560.3912
1339,553300.533666667
1340,627854.537266667
1341,237919.529942857
1342,196492.597066667
1343,300617.066666667
1344,112806.741666667
1345,779944.090733333
1346,316773.978133333
1347,149837.845574359
1348,411277.874666667
1349,265705.585866667
1350,118225.537866667
1351,380992.112084848
1352,298054.487733333
1353,684453.04468718
1354,188719.466666667
1355,363145.6858
1356,298271.016733333
1357,87582.5337333333
1358,289400.1114
1359,398911.1344
1360,150848.120066667
1361,2007053.2466
1362,255222.529726316
1363,168784.736
1364,207229.818333333
1365,148294.545133333
1366,213111.557933333
1367,192118.854666667
1368,307862.658533333
1369,156303.712933333
1370,129062.368847356
1371,166444.546533333
1372,70106.963
1373,152243.907333333
1374,151034.119866667
1375,227440.930333333
1376,313558.325733333
1377,138596.434533333
1378,261888.723266667
1379,128381.236066667
1380,275121.6652
1381,105527.766133333
1382,200069.639238095
1383,249124.3632
1384,550747.8402
1385,1208536.753
1386,324219.931448366
1387,896339.894066667
1388,156018.027666667
1389,242608.518555556
1390,245676.889733333
1391,1014936.67913333
1392,510537.656076923
1393,733349.073466667
1394,494598.5374
1395,235426.174666667
1396,254656.2512
1397,167507.194266667
1398,227508.476866667
1399,231695.9372
1400,197619.355590476
1401,437868.291733333
1402,144405.9174
1403,244825.7392
1404,708951.825466667
1405,90421.3324
1406,263693.96252381
1407,153677.345646154
1408,1753278.98610196
1409,480817.599876191
1410,335425.298933334
1411,190618.536714286
1412,983663.732133333
1413,208900.517333333
1414,365191.057666667
1415,292677.0868
1416,371927.593333333
1417,138024.020933333
1418,200076.048066667
1419,230654.1885
1420,143153.105333333
1421,161193.796727273
1422,651954.562666667
1423,175487.681333333
1424,440708.231933333
1425,299355.813
1426,178502.7506
1427,707735.146733333
1428,312982.730533333
1429,278363.967
1430,206254.643333333
1431,667187.929333334
1432,649056.5364
1433,169736.524466667
1434,319897.053866667
1435,131443.521866667
1436,325912.785333333
1437,967167.446
1438,436766.7914
1439,217263.602933333
1440,226485.3674
1441,590855.9498
1442,194953.041466667
1443,121178.479961905
1444,446805.5368
1445,329326.982133333
1446,136857.859666667
1447,438464.901466667
1448,238771.875866667
1449,443194.917177778
1450,243049.938044444
1451,704442.834666667
1452,537560.163333333
1453,424592.57
1454,91853.8653333333
1455,424197.082866667
1456,445500.799666667
1457,199828.471774359
1458,432902.562466667
1459,118399.029971429
1460,92548.0096666667
1461,178200.267314286
1462,126357.943
1463,158919.220345455
1464,1465566.012
1465,234049.835666667
1466,146913.992666667
1467,251224.194533333
1468,260656.098333333
1469,301735.835666667
1470,291938.933533333
1471,713177.383422222
1472,93286.3423333333
1473,369405.629266667
1474,301407.2508
1475,178993.081466667
1476,205329.8438
1477,453319.446752381
1478,145453.607984416
1479,106598.500266667
1480,146787.943336797
1481,187207.793771429
1482,195759.549733333
1483,284786.55352381
1484,190860.097333333
1485,97610.6410969697
1486,461398.792
1487,122516.300933333
1488,145767.344933333
1489,287793.094266667
1490,270391.484533333
1491,167412.313533333
1492,207394.421066667
1493,164242.032872261
1494,330241.788333333
1495,632357.296
1496,633854.743533333
1497,157381.280628571
1498,184854.813466667
1499,326850.73327619
1500,139036.026466667
1501,333366.248666667
1502,226418.400266667
1503,189005.810866667
1504,205738.0526
1505,152981.045533333
1506,256030.254733333
1507,352698.439866667
1508,152673.072733333
1509,237542.9908
1510,424877.097333333
1511,287502.460666667
1512,947025.801866667
1513,228235.178088889
1514,556851.678666667
1515,256816.899466667
1516,163943.925733333
1517,416388.637695238
1518,327636.836
1519,372872.924619048
1520,275722.932266667
1521,1175248.56133333
1522,258805.012533333
1523,373799.5146
1524,725495.5866
1525,251868.202564103
1526,614597.675466667
1527,79417.3685443002
1528,92751.5583333333
1529,180887.009
1530,131415.070787879
1531,99182.5814380953
1532,222158.37212381
1533,337475.359066667
1534,105388.776228571
1535,158615.359
1536,308404.009777778
1537,299518.287333333
1538,158621.853733333
1539,202598.724466667
